"phase","implemented","rule name","rule content","spec location","compiler location"
"Phase 3 - Resolve and Typecheck","complete","RecordCallee(callee)","RecordCallee(callee) = R ? (callee = Identifier(name) ? callee = Path(path, name)) ? ? ? ResolveTypeName(name) ? ent ? ent.origin_opt = mp ? name' = (ent.target_opt if present, else name) ? RecordDecl(FullPath(PathOfModule(mp), name')) = R","CursiveSpecification.md:16272","cursive/src/04_analysis/composite/records.cpp:120; cursive/src/04_analysis/composite/records.cpp:123; cursive/src/04_analysis/composite/records.cpp:129; cursive/src/04_analysis/composite/records.cpp:139; cursive/src/04_analysis/composite/records.cpp:143; cursive/src/04_analysis/composite/records.cpp:145; cursive/src/04_analysis/composite/records.cpp:148; cursive/src/04_analysis/composite/records.cpp:154; cursive/src/04_analysis/composite/records.cpp:155"
"Phase 3 - Resolve and Typecheck","complete","DefaultConstructible(R)","DefaultConstructible(R) ? ? f ? Fields(R). f.init_opt ? ?","CursiveSpecification.md:16273","cursive/src/04_analysis/composite/records.cpp:78; cursive/src/04_analysis/composite/records.cpp:89; cursive/src/04_analysis/composite/records.cpp:91"
"Phase 3 - Resolve and Typecheck","complete","T-Record-Default","**(T-Record-Default)**
RecordCallee(callee) = R    ? ? R record wf    DefaultConstructible(R)
????????????????????????????????????????????????????????????????????????????????????????????????
? ? Call(callee, []) : TypePath(RecordPath(R))","CursiveSpecification.md:16275-16278","cursive/src/04_analysis/composite/records.cpp:224; cursive/src/04_analysis/composite/records.cpp:229; cursive/src/04_analysis/composite/records.cpp:235; cursive/src/04_analysis/composite/records.cpp:242; cursive/src/04_analysis/composite/records.cpp:244; cursive/src/04_analysis/typing/expr/call.cpp:1773"
"Phase 3 - Resolve and Typecheck","complete","Record-Default-Init-Err","**(Record-Default-Init-Err)**
RecordCallee(callee) = R    ? DefaultConstructible(R)    c = Code(Record-Default-Init-Err)
????????????????????????????????????????????????????????????????????????????????????????????????
? ? Call(callee, []) ? c","CursiveSpecification.md:16280-16283","cursive/src/04_analysis/composite/records.cpp:235; cursive/src/04_analysis/composite/records.cpp:236; cursive/src/04_analysis/composite/records.cpp:237"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.6 Construction Expressions > 16.6.7 Diagnostics paragraph @16323","Diagnostics are defined for duplicate record-field initializers, missing record-field initializers, unknown or inaccessible record fields, non-`move` construction from non-`Bitcopy` place expressions, unresolved qualified brace constructors, and zero-argument record construction when some fields lack defaults.","CursiveSpecification.md:16323","cursive/src/04_analysis/typing/expr/record_literal.cpp:213; cursive/src/04_analysis/typing/expr/record_literal.cpp:223; cursive/src/04_analysis/typing/expr/record_literal.cpp:227; cursive/src/04_analysis/typing/expr/record_literal.cpp:241; cursive/src/04_analysis/typing/expr/record_literal.cpp:281; cursive/src/04_analysis/typing/expr/qualified_apply.cpp:55; cursive/src/04_analysis/composite/records.cpp:237"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.7 Control Expressions > 16.7.4 Static Semantics paragraph @16394","Block typing and checking are owned by ?18.1.4:","CursiveSpecification.md:16394","cursive/src/04_analysis/typing/stmt/stmt_common.cpp:1386; cursive/src/04_analysis/typing/stmt/stmt_common.cpp:1487; cursive/src/04_analysis/typing/stmt/stmt_common.cpp:1511"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.7 Control Expressions > 16.7.4 Static Semantics bullet @16396","- `BlockInfo(BlockExpr(stmts, tail_opt)) ? ?T, Brk, BrkVoid?`","CursiveSpecification.md:16396","cursive/src/04_analysis/typing/stmt/stmt_common.cpp:1386; cursive/src/04_analysis/typing/stmt/stmt_common.cpp:1433; cursive/src/04_analysis/typing/stmt/stmt_common.cpp:1461; cursive/src/04_analysis/typing/stmt/stmt_common.cpp:1471; cursive/src/04_analysis/typing/stmt/stmt_common.cpp:1479"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.7 Control Expressions > 16.7.4 Static Semantics bullet @16397","- `T-Block`","CursiveSpecification.md:16397","cursive/src/04_analysis/typing/stmt/stmt_common.cpp:1497; cursive/src/04_analysis/typing/stmt/stmt_common.cpp:1505"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.7 Control Expressions > 16.7.4 Static Semantics bullet @16398","- `Chk-Block-Tail`","CursiveSpecification.md:16398","cursive/src/04_analysis/typing/stmt/stmt_common.cpp:1551; cursive/src/04_analysis/typing/stmt/stmt_common.cpp:1554"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.7 Control Expressions > 16.7.4 Static Semantics bullet @16399","- `Chk-Block-Return`","CursiveSpecification.md:16399","cursive/src/04_analysis/typing/stmt/stmt_common.cpp:1565; cursive/src/04_analysis/typing/stmt/stmt_common.cpp:1567"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.7 Control Expressions > 16.7.4 Static Semantics bullet @16400","- `Chk-Block-Unit`","CursiveSpecification.md:16400","cursive/src/04_analysis/typing/stmt/stmt_common.cpp:1572; cursive/src/04_analysis/typing/stmt/stmt_common.cpp:1573"
"Phase 3 - Resolve and Typecheck","incorrect","T-If","**(T-If)**
?; R; L ? c : TypePrim(`bool`)    ?; R; L ? b_t : T    ?; R; L ? b_f : T
????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? IfExpr(c, b_t, b_f) : T","CursiveSpecification.md:16402-16405","cursive/src/04_analysis/typing/expr/if_expr.cpp:197; cursive/src/04_analysis/typing/expr/if_expr.cpp:474; cursive/src/04_analysis/typing/expr/if_expr.cpp:486; cursive/src/04_analysis/typing/expr/if_expr.cpp:492; cursive/src/04_analysis/typing/expr/if_expr.cpp:497; cursive/src/04_analysis/typing/expr/if_expr.cpp:579; cursive/src/04_analysis/typing/expr/if_expr.cpp:635; cursive/src/04_analysis/typing/expr/if_expr.cpp:642"
"Phase 3 - Resolve and Typecheck","incorrect","T-If-No-Else","**(T-If-No-Else)**
?; R; L ? c : TypePrim(`bool`)    ?; R; L ? b_t : TypePrim(`()`)
????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? IfExpr(c, b_t, ?) : TypePrim(`()`)","CursiveSpecification.md:16407-16410","cursive/src/04_analysis/typing/expr/if_expr.cpp:197; cursive/src/04_analysis/typing/expr/if_expr.cpp:579; cursive/src/04_analysis/typing/expr/if_expr.cpp:603; cursive/src/04_analysis/typing/expr/if_expr.cpp:612"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.7 Control Expressions > 16.7.4 Static Semantics paragraph @16412","**(Chk-If)** and **(Chk-If-No-Else)** define checking-mode validation for the same two forms.","CursiveSpecification.md:16412","cursive/src/04_analysis/typing/expr/if_expr.cpp:650; cursive/src/04_analysis/typing/expr/if_expr.cpp:709; cursive/src/04_analysis/typing/expr/if_expr.cpp:729; cursive/src/04_analysis/typing/expr/if_expr.cpp:742"
"Phase 3 - Resolve and Typecheck","complete","Pattern typing uses Chapter 17 pattern judgments:","Pattern typing uses Chapter 17 pattern judgments:","CursiveSpecification.md:16414","cursive/src/04_analysis/typing/if_case_check.cpp:1061; cursive/src/04_analysis/typing/if_case_check.cpp:1066; cursive/src/04_analysis/typing/if_case_check.cpp:1181; cursive/src/04_analysis/typing/if_case_check.cpp:1192; cursive/src/04_analysis/typing/if_case_check.cpp:1207; cursive/src/04_analysis/typing/if_case_check.cpp:1216"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.7 Control Expressions > 16.7.4 Static Semantics bullet @16416","- `? ? pat ? T ? B` for case binding","CursiveSpecification.md:16416","cursive/src/04_analysis/typing/if_case_check.cpp:1061; cursive/src/04_analysis/typing/if_case_check.cpp:1066; cursive/src/04_analysis/typing/if_case_check.cpp:1280; cursive/src/04_analysis/typing/if_case_check.cpp:1285"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.7 Control Expressions > 16.7.4 Static Semantics bullet @16417","- `HasIrrefutableCase(cases, T)` and the exhaustiveness conditions from ?17.6","CursiveSpecification.md:16417","cursive/src/04_analysis/typing/if_case_check.cpp:663; cursive/src/04_analysis/typing/if_case_check.cpp:1181; cursive/src/04_analysis/typing/if_case_check.cpp:1192; cursive/src/04_analysis/typing/if_case_check.cpp:1207; cursive/src/04_analysis/typing/if_case_check.cpp:1216; cursive/src/04_analysis/typing/if_case_check.cpp:1366"
"Phase 3 - Resolve and Typecheck","incorrect","T-If-Is","**(T-If-Is)**
?; R; L ? e : T_s    ? ? pat ? T_s ? B    Distinct(PatNames(pat))    ?_0 = PushScope(?)    IntroAll(?_0, B) ? ?_1    ?_1; R; L ? b_t : T    ?; R; L ? b_f : T
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? IfIsExpr(e, pat, b_t, b_f) : T","CursiveSpecification.md:16419-16422","cursive/src/04_analysis/typing/if_case_check.cpp:1020; cursive/src/04_analysis/typing/if_case_check.cpp:1026; cursive/src/04_analysis/typing/if_case_check.cpp:1035; cursive/src/04_analysis/typing/if_case_check.cpp:1061; cursive/src/04_analysis/typing/if_case_check.cpp:1066; cursive/src/04_analysis/typing/if_case_check.cpp:1134"
"Phase 3 - Resolve and Typecheck","incorrect","T-If-Is-No-Else","**(T-If-Is-No-Else)**
?; R; L ? e : T_s    ? ? pat ? T_s ? B    Distinct(PatNames(pat))    ?_0 = PushScope(?)    IntroAll(?_0, B) ? ?_1    ?_1; R; L ? b_t : TypePrim(`()`)
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? IfIsExpr(e, pat, b_t, ?) : TypePrim(`()`)","CursiveSpecification.md:16424-16427","cursive/src/04_analysis/typing/if_case_check.cpp:1020; cursive/src/04_analysis/typing/if_case_check.cpp:1026; cursive/src/04_analysis/typing/if_case_check.cpp:1035; cursive/src/04_analysis/typing/if_case_check.cpp:1061; cursive/src/04_analysis/typing/if_case_check.cpp:1066; cursive/src/04_analysis/typing/if_case_check.cpp:1140"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.7 Control Expressions > 16.7.4 Static Semantics paragraph @16429","`T-IfCase-Other` types case analysis when all case bodies synthesize the same type and the case set is exhaustive or a fallback block is present. `T-IfCase-Enum`, `T-IfCase-Modal`, and `T-IfCase-Union` are the specialized forms for enum, modal, and union scrutinees.","CursiveSpecification.md:16429","cursive/src/04_analysis/typing/if_case_check.cpp:1146; cursive/src/04_analysis/typing/if_case_check.cpp:1155; cursive/src/04_analysis/typing/if_case_check.cpp:1177; cursive/src/04_analysis/typing/if_case_check.cpp:1187; cursive/src/04_analysis/typing/if_case_check.cpp:1198; cursive/src/04_analysis/typing/if_case_check.cpp:1213; cursive/src/04_analysis/typing/if_case_check.cpp:1221"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.7 Control Expressions > 16.7.4 Static Semantics paragraph @16431","**(Chk-IfIs)** and **(Chk-IfIs-No-Else)** define checking-mode validation for single-case `if ... is ...`.
**(Chk-IfCase-Other)**, **(Chk-IfCase-Enum)**, **(Chk-IfCase-Modal)**, and **(Chk-IfCase-Union)** define checking-mode validation for `if ... is { ... }`.","CursiveSpecification.md:16431-16432","cursive/src/04_analysis/typing/if_case_check.cpp:1239; cursive/src/04_analysis/typing/if_case_check.cpp:1280; cursive/src/04_analysis/typing/if_case_check.cpp:1285; cursive/src/04_analysis/typing/if_case_check.cpp:1331; cursive/src/04_analysis/typing/if_case_check.cpp:1352; cursive/src/04_analysis/typing/if_case_check.cpp:1387; cursive/src/04_analysis/typing/if_case_check.cpp:1398; cursive/src/04_analysis/typing/if_case_check.cpp:1413; cursive/src/04_analysis/typing/if_case_check.cpp:1421"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.7 Control Expressions > 16.7.4 Static Semantics paragraph @16434","Loop invariants use `LoopInvOk` from ?15.7.4.","CursiveSpecification.md:16434","cursive/src/04_analysis/typing/expr/loop_infinite.cpp:109; cursive/src/04_analysis/typing/expr/loop_infinite.cpp:116; cursive/src/04_analysis/typing/expr/loop_infinite.cpp:300; cursive/src/04_analysis/typing/expr/loop_conditional.cpp:111; cursive/src/04_analysis/typing/expr/loop_conditional.cpp:118; cursive/src/04_analysis/typing/expr/loop_conditional.cpp:316; cursive/src/04_analysis/typing/expr/loop_iter.cpp:158; cursive/src/04_analysis/typing/expr/loop_iter.cpp:165; cursive/src/04_analysis/typing/expr/loop_iter.cpp:445"
"Phase 3 - Resolve and Typecheck","incorrect","T-Loop-Infinite","**(T-Loop-Infinite)**
LoopInvOk(inv_opt)    ?; R; `loop` ? BlockInfo(body) ? ?T_b, Brk, BrkVoid?    LoopTypeInf(Brk, BrkVoid) = T
????????????????????????????????????????????????????????????????????????????????????????????????
? ? LoopInfinite(inv_opt, body) : T","CursiveSpecification.md:16436-16439","cursive/src/04_analysis/typing/expr/loop_infinite.cpp:75; cursive/src/04_analysis/typing/expr/loop_infinite.cpp:83; cursive/src/04_analysis/typing/expr/loop_infinite.cpp:92; cursive/src/04_analysis/typing/expr/loop_infinite.cpp:106; cursive/src/04_analysis/typing/expr/loop_infinite.cpp:291; cursive/src/04_analysis/typing/expr/loop_infinite.cpp:315"
"Phase 3 - Resolve and Typecheck","incorrect","T-Loop-Conditional","**(T-Loop-Conditional)**
?; R; L ? cond : TypePrim(`bool`)    LoopInvOk(inv_opt)    ?; R; `loop` ? BlockInfo(body) ? ?T_b, Brk, BrkVoid?    LoopTypeFin(Brk, BrkVoid) = T
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LoopConditional(cond, inv_opt, body) : T","CursiveSpecification.md:16441-16444","cursive/src/04_analysis/typing/expr/loop_conditional.cpp:48; cursive/src/04_analysis/typing/expr/loop_conditional.cpp:78; cursive/src/04_analysis/typing/expr/loop_conditional.cpp:94; cursive/src/04_analysis/typing/expr/loop_conditional.cpp:96; cursive/src/04_analysis/typing/expr/loop_conditional.cpp:108; cursive/src/04_analysis/typing/expr/loop_conditional.cpp:287; cursive/src/04_analysis/typing/expr/loop_conditional.cpp:307; cursive/src/04_analysis/typing/expr/loop_conditional.cpp:331"
"Phase 3 - Resolve and Typecheck","complete","T-Loop-Iter","**(T-Loop-Iter)**
(?????; R; L ?????? iter : T_iter)    LoopIterableType(T_iter, T)    (RangeLoopType(T_iter, T) ???????? ImplementsStep(T))    (BoundedRangeLoopType(T_iter, T) ???????? ImplementsEq(T))    (ty_opt = ?????? ???????? T_p = T)    (ty_opt = T_a ???????? ????? ?????? T <: T_a ?????? T_p = T_a)    ????? ?????? pat ??????? T_p ?????? B    Distinct(PatNames(pat))    LoopInvOk(inv_opt)    ?????_0 = PushScope(?????)    IntroAll(?????_0, B) ???????? ?????_1    ?????_1; R; `loop` ?????? BlockInfo(body) ???????? ??????T_b, Brk, BrkVoid??????    LoopTypeFin(Brk, BrkVoid) = T_r
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
????? ?????? LoopIter(pat, ty_opt, iter, inv_opt, body) : T_r","CursiveSpecification.md:16528-16530","cursive/src/04_analysis/typing/expr/loop_iter.cpp:79; cursive/src/04_analysis/typing/expr/loop_iter.cpp:108; cursive/src/04_analysis/typing/expr/loop_iter.cpp:119; cursive/src/04_analysis/typing/expr/loop_iter.cpp:123; cursive/src/04_analysis/typing/expr/loop_iter.cpp:372; cursive/src/04_analysis/typing/expr/loop_iter.cpp:431; cursive/src/04_analysis/typing/expr/loop_iter.cpp:438; cursive/src/04_analysis/typing/expr/loop_iter.cpp:443"
