"implemented","rule name","rule content","spec location","compiler location"
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29245","- `§21.3.7 Composition Forms`: `E-CON-0212`, `E-CON-0223`, `E-CON-0240`, `E-CON-0250`, `E-CON-0251`, `E-CON-0252`, `E-CON-0260`, `E-CON-0261`, `E-CON-0262`, `E-CON-0263`, `E-CON-0270`, `E-CON-0271`","CursiveSpecification.md:29245",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29246","- `§21.4.7 Async State Machine`: `W-CON-0201`, `E-CON-0280`, `E-CON-0281`","CursiveSpecification.md:29246",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29247","- `§21.5.7 Async-Key Integration`: `E-CON-0133`, `E-CON-0213`, `E-CON-0224`","CursiveSpecification.md:29247",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29248","- `§21.6 Async Diagnostics Supplement`: `E-CON-0203`, `E-CON-0230`","CursiveSpecification.md:29248",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29249","- `§22.6 Compile-Time Diagnostics Supplement`: `E-CTE-0010`, `E-CTE-0011`, `E-CTE-0012`, `E-CTE-0020`, `E-CTE-0021`, `E-CTE-0022`, `E-CTE-0023`, `E-CTE-0030`, `E-CTE-0031`, `E-CTE-0032`, `E-CTE-0033`, `E-CTE-0034`, `E-CTE-0040`, `E-CTE-0041`, `E-CTE-0042`, `E-CTE-0050`, `E-CTE-0051`, `E-CTE-0052`, `E-CTE-0053`, `E-CTE-0060`, `E-CTE-0061`, `E-CTE-0062`, `E-CTE-0063`, `E-CTE-0064`, `E-CTE-0070`, `W-CTE-0071`, `E-CTE-0080`, `E-CTE-0081`, `E-CTE-0082`, `E-CTE-0083`, `E-CTE-0084`, `E-CTE-0210`, `E-CTE-0220`, `E-CTE-0221`, `E-CTE-0230`, `E-CTE-0231`, `E-CTE-0232`, `E-CTE-0233`, `E-CTE-0240`, `E-CTE-0241`, `E-CTE-0250`, `E-CTE-0251`, `E-CTE-0252`, `E-CTE-0253`, `E-CTE-0310`, `E-CTE-0311`, `E-CTE-0312`, `E-CTE-0320`, `E-CTE-0321`, `E-CTE-0322`, `E-CTE-0330`, `E-CTE-0331`, `E-CTE-0332`, `E-CTE-0340`, `E-CTE-0341`, `E-CTE-0342`, `E-CTE-0410`, `E-CTE-0411`, `E-CTE-0420`, `E-CTE-0430`, `E-CTE-0440`, `E-CTE-0450`, `E-CTE-0470`","CursiveSpecification.md:29249",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29250","- `§23.1.7 FfiSafe`: `E-TYP-2623`, `E-TYP-2624`, `E-TYP-2625`, `E-TYP-2626`, `E-TYP-2627`, `E-TYP-2628`, `E-TYP-2629`, `E-TYP-2630`","CursiveSpecification.md:29250",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29251","- `§23.2.7 Extern Procedures`: `E-TYP-2306`, `E-TYP-2106`","CursiveSpecification.md:29251",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29252","- `§23.3.7 Raw Exported Procedures`: `E-SYS-3353`, `E-TYP-2631`","CursiveSpecification.md:29252",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29253","- `§23.3.14 Hosted Exports`: `E-TYP-2632`, `E-TYP-2633`, `E-TYP-2634`, `E-TYP-2635`, `E-TYP-2636`","CursiveSpecification.md:29253",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29254","- `§23.4.7 FFI Attributes`: `E-SYS-3340`, `E-SYS-3341`, `E-SYS-3342`, `E-SYS-3345`, `E-SYS-3346`, `E-SYS-3347`, `E-SYS-3350`, `E-SYS-3351`, `E-SYS-3355`, `E-SYS-3356`, `E-SYS-3357`, `E-SYS-3358`, `E-FFI-0350`, `W-SYS-3350`, `W-SYS-3355`","CursiveSpecification.md:29254",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29255","- `§23.6.7 Foreign Contracts`: `E-SEM-2850`, `E-SEM-2851`, `E-SEM-2852`, `E-SEM-2853`, `E-SEM-2854`, `E-SEM-2855`, `E-SEM-2856`, `P-SEM-2860`, `P-SEM-2861`","CursiveSpecification.md:29255",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29256","- `§23.8 FFI Diagnostics Supplement`: `E-SYS-3352`","CursiveSpecification.md:29256",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29257","- `§24.8 Output and Backend Diagnostics`: `E-OUT-0401`, `E-OUT-0402`, `E-OUT-0403`, `E-OUT-0404`, `E-OUT-0405`, `E-OUT-0406`, `E-OUT-0407`, `E-OUT-0408`, `E-OUT-0409`, `E-OUT-0410`, `E-OUT-0411`, `E-OUT-0412`, `E-OUT-0413`, `E-OUT-0414`, `E-OUT-0415`, `E-OUT-0416`, `E-OUT-0417`, `E-OUT-0418`","CursiveSpecification.md:29257",""
"","Cursive Language Specification > Appendix B. Complete Grammar Reference paragraph @29261","This appendix consolidates canonical grammar productions into one parser-oriented reference.","CursiveSpecification.md:29261",""
"","source_file","source_file     ::= normalized_line*","CursiveSpecification.md:29266",""
"","normalized_line","normalized_line ::= code_point* line_terminator?","CursiveSpecification.md:29267",""
"","line_terminator","line_terminator ::= ""\n""","CursiveSpecification.md:29268",""
"","code_point","code_point      ::= (* Unicode scalar except U+000A and prohibited code points *)","CursiveSpecification.md:29269",""
"","identifier","identifier     ::= ident_start ident_continue*","CursiveSpecification.md:29271",""
"","ident_start","ident_start    ::= (* Unicode XID_Start *) | ""_""","CursiveSpecification.md:29272",""
"","ident_continue","ident_continue ::= (* Unicode XID_Continue *) | ""_""","CursiveSpecification.md:29273",""
"","integer_literal","integer_literal  ::= (decimal_integer | hex_integer | octal_integer | binary_integer) int_suffix?","CursiveSpecification.md:29275",""
"","decimal_integer","decimal_integer  ::= dec_digit (""_""* dec_digit)*","CursiveSpecification.md:29276",""
"","hex_integer","hex_integer      ::= ""0x"" hex_digit (""_""* hex_digit)*","CursiveSpecification.md:29277",""
"","octal_integer","octal_integer    ::= ""0o"" oct_digit (""_""* oct_digit)*","CursiveSpecification.md:29278",""
"","binary_integer","binary_integer   ::= ""0b"" bin_digit (""_""* bin_digit)*","CursiveSpecification.md:29279",""
"","int_suffix","int_suffix       ::= ""i8"" | ""i16"" | ""i32"" | ""i64"" | ""i128"" | ""u8"" | ""u16"" | ""u32"" | ""u64"" | ""u128""","CursiveSpecification.md:29280",""
"","dec_digit","dec_digit        ::= ""0"" | ""1"" | ""2"" | ""3"" | ""4"" | ""5"" | ""6"" | ""7"" | ""8"" | ""9""","CursiveSpecification.md:29281",""
"","hex_digit","hex_digit        ::= dec_digit | ""a"" | ""b"" | ""c"" | ""d"" | ""e"" | ""f"" | ""A"" | ""B"" | ""C"" | ""D"" | ""E"" | ""F""","CursiveSpecification.md:29282",""
"","oct_digit","oct_digit        ::= ""0"" | ""1"" | ""2"" | ""3"" | ""4"" | ""5"" | ""6"" | ""7""","CursiveSpecification.md:29283",""
"","bin_digit","bin_digit        ::= ""0"" | ""1""","CursiveSpecification.md:29284",""
"","float_literal","float_literal ::= decimal_integer ""."" decimal_integer? exponent? float_suffix?","CursiveSpecification.md:29286",""
"","exponent","exponent      ::= (""e"" | ""E"") (""+"" | ""-"")? decimal_integer","CursiveSpecification.md:29287",""
"","float_suffix","float_suffix  ::= ""f16"" | ""f32"" | ""f64""","CursiveSpecification.md:29288",""
"","string_literal","string_literal   ::= '""' (string_char | escape_sequence)* '""'","CursiveSpecification.md:29290",""
"","string_char","string_char      ::= (* Unicode scalar except "", \\, or U+000A *)","CursiveSpecification.md:29291",""
"","escape_sequence","escape_sequence  ::= ""\n"" | ""\r"" | ""\t"" | ""\\"" | ""\"""" | ""\'"" | ""\0"" | ""\x"" hex_digit hex_digit | ""\u{"" hex_digit+ ""}""","CursiveSpecification.md:29292",""
"","char_literal","char_literal ::= ""'"" (char_content | escape_sequence) ""'""","CursiveSpecification.md:29294",""
"","char_content","char_content ::= (* Unicode scalar except ', \\, or U+000A *)","CursiveSpecification.md:29295",""
"","bool_literal","bool_literal ::= ""true"" | ""false""","CursiveSpecification.md:29297",""
"","null_literal","null_literal ::= ""null""","CursiveSpecification.md:29298",""
"","unit_literal","unit_literal ::= ""("" "")""","CursiveSpecification.md:29299",""
"","type","type                ::= permission? non_permission_type","CursiveSpecification.md:29305",""
"","non_permission_type","non_permission_type ::= union_type | non_union_type","CursiveSpecification.md:29306",""
"","permission","permission          ::= ""const"" | ""unique"" | ""shared""","CursiveSpecification.md:29307",""
"","primitive_type","primitive_type ::= integer_type | float_type | bool_type | char_type | unit_type | never_type | string_type | bytes_type","CursiveSpecification.md:29309",""
"","integer_type","integer_type   ::= signed_int | unsigned_int | pointer_int","CursiveSpecification.md:29310",""
"","signed_int","signed_int     ::= ""i8"" | ""i16"" | ""i32"" | ""i64"" | ""i128""","CursiveSpecification.md:29311",""
"","unsigned_int","unsigned_int   ::= ""u8"" | ""u16"" | ""u32"" | ""u64"" | ""u128""","CursiveSpecification.md:29312",""
"","pointer_int","pointer_int    ::= ""isize"" | ""usize""","CursiveSpecification.md:29313",""
"","float_type","float_type     ::= ""f16"" | ""f32"" | ""f64""","CursiveSpecification.md:29314",""
"","bool_type","bool_type      ::= ""bool""","CursiveSpecification.md:29315",""
"","char_type","char_type      ::= ""char""","CursiveSpecification.md:29316",""
"","unit_type","unit_type      ::= ""("" "")""","CursiveSpecification.md:29317",""
"","never_type","never_type     ::= ""!""","CursiveSpecification.md:29318",""
"","tuple_type","tuple_type       ::= ""("" tuple_elements? "")""","CursiveSpecification.md:29320",""
"","tuple_elements","tuple_elements   ::= type "";"" | type ("","" type)+","CursiveSpecification.md:29321",""
"","array_type","array_type       ::= ""["" type "";"" const_expression ""]""","CursiveSpecification.md:29322",""
"","slice_type","slice_type       ::= ""["" type ""]""","CursiveSpecification.md:29323",""
"","union_type","union_type       ::= non_union_type (""|"" non_union_type)+","CursiveSpecification.md:29324",""
"","nominal_type","nominal_type        ::= type_path generic_args?","CursiveSpecification.md:29326",""
"","type_path","type_path           ::= identifier (""::"" identifier)*","CursiveSpecification.md:29327",""
"","opaque_type","opaque_type         ::= ""opaque"" class_path","CursiveSpecification.md:29328",""
"","dynamic_type","dynamic_type        ::= ""$"" class_path","CursiveSpecification.md:29329",""
"","class_path","class_path          ::= type_path","CursiveSpecification.md:29330",""
"","string_type","string_type  ::= ""string"" (""@"" string_state)?","CursiveSpecification.md:29332",""
"","bytes_type","bytes_type   ::= ""bytes"" (""@"" bytes_state)?","CursiveSpecification.md:29333",""
"","string_state","string_state ::= ""Managed"" | ""View""","CursiveSpecification.md:29334",""
"","bytes_state","bytes_state  ::= ""Managed"" | ""View""","CursiveSpecification.md:29335",""
"","pointer_type","pointer_type      ::= safe_pointer_type | raw_pointer_type","CursiveSpecification.md:29337",""
"","safe_pointer_type","safe_pointer_type ::= ""Ptr"" ""<"" type "">"" (""@"" pointer_state)?","CursiveSpecification.md:29338",""
"","pointer_state","pointer_state     ::= ""Valid"" | ""Null"" | ""Expired""","CursiveSpecification.md:29339",""
"","raw_pointer_type","raw_pointer_type  ::= ""*"" raw_pointer_qual type","CursiveSpecification.md:29340",""
"","raw_pointer_qual","raw_pointer_qual  ::= ""imm"" | ""mut""","CursiveSpecification.md:29341",""
"","function_type","function_type        ::= sparse_function_type | closure_type","CursiveSpecification.md:29343",""
"","sparse_function_type","sparse_function_type ::= ""("" param_type_list? "")"" ""->"" type","CursiveSpecification.md:29344",""
"","closure_type","closure_type         ::= ""|"" param_type_list? ""|"" ""->"" type closure_deps?","CursiveSpecification.md:29345",""
"","closure_deps","closure_deps         ::= ""["" ""shared"" "":"" ""{"" shared_dep_list? ""}"" ""]""","CursiveSpecification.md:29346",""
"","shared_dep_list","shared_dep_list      ::= shared_dep ("","" shared_dep)*","CursiveSpecification.md:29347",""
"","shared_dep","shared_dep           ::= identifier "":"" type","CursiveSpecification.md:29348",""
"","param_type_list","param_type_list      ::= param_type ("","" param_type)*","CursiveSpecification.md:29349",""
"","param_type","param_type           ::= ""move""? type","CursiveSpecification.md:29350",""
"","generic_params","generic_params     ::= ""<"" generic_param_list "">""","CursiveSpecification.md:29352",""
"","generic_param_list","generic_param_list ::= generic_param ("";"" generic_param)*","CursiveSpecification.md:29353",""
"","generic_param","generic_param      ::= identifier bound_clause? default_clause?","CursiveSpecification.md:29354",""
"","bound_clause","bound_clause       ::= ""<:"" class_bound_list","CursiveSpecification.md:29355",""
"","default_clause","default_clause     ::= ""="" type","CursiveSpecification.md:29356",""
"","class_bound_list","class_bound_list   ::= class_bound ("","" class_bound)*","CursiveSpecification.md:29357",""
"","class_bound","class_bound        ::= type_path generic_args?","CursiveSpecification.md:29358",""
"","generic_args","generic_args       ::= ""<"" type_arg_list "">""","CursiveSpecification.md:29359",""
"","type_arg_list","type_arg_list      ::= type ("","" type)*","CursiveSpecification.md:29360",""
"","turbofish","turbofish          ::= ""::"" generic_args","CursiveSpecification.md:29361",""
"","refinement_type","refinement_type       ::= type ""where"" ""{"" predicate_expr ""}""","CursiveSpecification.md:29363",""
"","param_with_constraint","param_with_constraint ::= identifier "":"" type ""where"" ""{"" predicate_expr ""}""","CursiveSpecification.md:29364",""
"","modal_type_name","modal_type_name     ::= type_path generic_args?","CursiveSpecification.md:29366",""
"","state_specific_type","state_specific_type ::= modal_type_name ""@"" state_name","CursiveSpecification.md:29367",""
"","state_name","state_name          ::= identifier","CursiveSpecification.md:29368",""
"","expression","expression         ::= attributed_expr | unattributed_expr","CursiveSpecification.md:29374",""
"","attributed_expr","attributed_expr    ::= attribute_list expression","CursiveSpecification.md:29375",""
"","unattributed_expr","unattributed_expr  ::= range_expression | logical_or_expr","CursiveSpecification.md:29376",""
"","range_expression","range_expression    ::= exclusive_range | inclusive_range | from_range | to_range | to_inclusive_range | full_range","CursiveSpecification.md:29378",""
"","exclusive_range","exclusive_range     ::= logical_or_expr "".."" logical_or_expr","CursiveSpecification.md:29379",""
"","inclusive_range","inclusive_range     ::= logical_or_expr ""..="" logical_or_expr","CursiveSpecification.md:29380",""
"","from_range","from_range          ::= logical_or_expr ""..""","CursiveSpecification.md:29381",""
"","to_range","to_range            ::= "".."" logical_or_expr","CursiveSpecification.md:29382",""
"","to_inclusive_range","to_inclusive_range  ::= ""..="" logical_or_expr","CursiveSpecification.md:29383",""
"","full_range","full_range          ::= ""..""","CursiveSpecification.md:29384",""
"","logical_or_expr","logical_or_expr     ::= logical_and_expr (""||"" logical_and_expr)*","CursiveSpecification.md:29386",""
"","logical_and_expr","logical_and_expr    ::= comparison_expr (""&&"" comparison_expr)*","CursiveSpecification.md:29387",""
"","comparison_expr","comparison_expr     ::= bitwise_or_expr (comparison_op bitwise_or_expr)*","CursiveSpecification.md:29388",""
"","comparison_op","comparison_op       ::= ""=="" | ""!="" | ""<"" | ""<="" | "">"" | "">=""","CursiveSpecification.md:29389",""
"","bitwise_or_expr","bitwise_or_expr     ::= bitwise_xor_expr (""|"" bitwise_xor_expr)*","CursiveSpecification.md:29390",""
"","bitwise_xor_expr","bitwise_xor_expr    ::= bitwise_and_expr (""^"" bitwise_and_expr)*","CursiveSpecification.md:29391",""
"","bitwise_and_expr","bitwise_and_expr    ::= shift_expr (""&"" shift_expr)*","CursiveSpecification.md:29392",""
"","shift_expr","shift_expr          ::= additive_expr (shift_op additive_expr)*","CursiveSpecification.md:29393",""
"","shift_op","shift_op            ::= ""<<"" | "">>""","CursiveSpecification.md:29394",""
"","additive_expr","additive_expr       ::= multiplicative_expr (additive_op multiplicative_expr)*","CursiveSpecification.md:29395",""
"","additive_op","additive_op         ::= ""+"" | ""-""","CursiveSpecification.md:29396",""
"","multiplicative_expr","multiplicative_expr ::= power_expr (multiplicative_op power_expr)*","CursiveSpecification.md:29397",""
"","multiplicative_op","multiplicative_op   ::= ""*"" | ""/"" | ""%""","CursiveSpecification.md:29398",""
"","power_expr","power_expr          ::= cast_expr (""**"" power_expr)?","CursiveSpecification.md:29399",""
"","cast_expr","cast_expr           ::= unary_expr (""as"" type)?","CursiveSpecification.md:29400",""
"","unary_expr","unary_expr     ::= unary_operator unary_expr | pipeline_expr","CursiveSpecification.md:29402",""
"","unary_operator","unary_operator ::= ""!"" | ""-"" | ""&"" | ""*"" | ""^"" | ""move"" | ""widen""","CursiveSpecification.md:29403",""
"","pipeline_expr","pipeline_expr  ::= postfix_expr (""=>"" postfix_expr)*","CursiveSpecification.md:29404",""
"","postfix_expr","postfix_expr   ::= primary_expr postfix_suffix*","CursiveSpecification.md:29406",""
"","postfix_suffix","postfix_suffix ::= ""."" identifier | ""."" decimal_literal | ""["" expression ""]"" | ""~>"" identifier ""("" argument_list? "")"" | ""("" argument_list? "")"" | ""?""","CursiveSpecification.md:29407",""
