row_id,task_id,responsibility,shared_work_surface,status,rule name,spec location,compiler location,rule content
4173,TASK-030,Phase 3 - Resolve and Typecheck,compiler/04_analysis + compiler/05_codegen,incorrect,Cursive Language Specification > 9. Attributes and Metadata > 9.3 Layout Attributes > 9.3.4 Static Semantics paragraph @6636,CursiveSpecification.md:6636,"/mnt/c/dev/cursive/cursive/src/04_analysis/attributes/attribute_registry.cpp:460; compile-time validation covers many layout combinations and conflicts. /mnt/c/dev/cursive/cursive/include/05_codegen/layout/layout.h:30; however the layout model has no explicit `layout(C)` ABI mode, and /mnt/c/dev/cursive/cursive/src/04_analysis/attributes/attribute_registry.cpp:133 permits generic records/enums to carry layout attributes, so the compile-time verification block is not fully implemented as specified.",**Compile-time layout verification**
4183,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Applicability constraints:,CursiveSpecification.md:6649,"/mnt/c/dev/cursive/cursive/src/04_analysis/attributes/attribute_registry.cpp:133; applicability is enforced only by coarse attribute target sets. /mnt/c/dev/cursive/cursive/src/04_analysis/attributes/attribute_registry.cpp:460; the validator enforces modal/non-record/non-enum restrictions, but it does not reject layout attributes on generic unmonomorphized record/enum declarations, so the applicability block is only partially implemented.",Applicability constraints:
4187,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Cursive Language Specification > 9. Attributes and Metadata > 9.3 Layout Attributes > 9.3.4 Static Semantics bullet @6653,CursiveSpecification.md:6653,/mnt/c/dev/cursive/cursive/src/04_analysis/attributes/attribute_registry.cpp:133; generic record/enum declarations are still valid `layout` targets because validation is target-based only. /mnt/c/dev/cursive/cursive/src/04_analysis/attributes/attribute_registry.cpp:460; no generic/unmonomorphized exclusion is enforced in the layout validator.,- generic (unmonomorphized): none
4195,TASK-029,Phase 3 - Resolve and Typecheck,compiler/00_core + compiler/04_analysis,incorrect,`E-MOD-2455`,CursiveSpecification.md:6675,"/mnt/c/dev/cursive/cursive/src/00_core/diagnostic_messages_table.inc:140; diagnostic definition says `Conflicting layout arguments`. /mnt/c/dev/cursive/cursive/src/04_analysis/attributes/attribute_registry.cpp:520; duplicate `C` uses `E-MOD-2455`. /mnt/c/dev/cursive/cursive/src/04_analysis/attributes/attribute_registry.cpp:542; duplicate explicit discriminant also uses `E-MOD-2455`. /mnt/c/dev/cursive/cursive/src/04_analysis/attributes/attribute_registry.cpp:574; explicit discriminant on a non-enum target also uses `E-MOD-2455`, which is broader than the stated condition.",Code=`E-MOD-2455` | Severity=Error | Detection=Compile-time | Condition=Conflicting layout arguments
4198,TASK-030,Phase 3 - Resolve and Typecheck,compiler/04_analysis + compiler/05_codegen,incorrect,**`[[inline]]`.** The implementation SHOULD inline the procedure at call sites when feasible.,CursiveSpecification.md:6700,"/mnt/c/dev/cursive/cursive/src/04_analysis/attributes/attribute_registry.cpp:232; bare `[[inline]]` is registered with default argument `default`. /mnt/c/dev/cursive/cursive/src/05_codegen/lower/lower_proc.cpp:143; an argument-less `[[inline]]` lowers to `IRInlineMode::Default`, which emits no inline hint. /mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:229; default mode adds no LLVM inline attribute.",**`[[inline]]`.** The implementation SHOULD inline the procedure at call sites when feasible.
4205,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Cursive Language Specification > 9. Attributes and Metadata > 9.5 Diagnostics and Metadata Attributes > 9.5.4 Static Semantics paragraph @6760,CursiveSpecification.md:6760,/mnt/c/dev/cursive/cursive/src/04_analysis/attributes/attribute_registry.cpp:122; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/dynamic_context.cpp:16; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/item/procedure_decl.cpp:2070; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/item/record_decl.cpp:930; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/item/class_decl.cpp:388,**`[[dynamic]]`.** Marks a declaration or expression as requiring runtime verification when static verification is insufficient.
4206,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Scope determination:,CursiveSpecification.md:6821,"/mnt/c/dev/cursive/cursive/src/04_analysis/typing/dynamic_context.cpp:22; scope determination also considers inner `[[static]]` attributes, which the spec block here does not describe. /mnt/c/dev/cursive/cursive/src/04_analysis/typing/dynamic_context.cpp:32; the implementation computes context from ancestor attribute lists plus a fallback boolean rather than the exact spec block as written.",Scope determination:
4207,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Cursive Language Specification > 9. Attributes and Metadata > 9.5 Diagnostics and Metadata Attributes > 9.5.4 Static Semantics requirement 1,CursiveSpecification.md:6822,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/dynamic_context.cpp:22; an enclosing `[[dynamic]]` does not always make the expression dynamic because an inner `[[static]]` ancestor cancels it. /mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_expr.cpp:757; attributed expressions contribute their own attribute list into the dynamic-context computation.,"1. `e` is within a `[[dynamic]]` scope if it is enclosed by a `[[dynamic]]` declaration, or by an attributed expression."
4209,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,ComputeDynamicContext : Span × AncestorList → Bool,CursiveSpecification.md:6766,"/mnt/c/dev/cursive/cursive/src/04_analysis/typing/dynamic_context.cpp:32; `ComputeDynamicContext` is implemented as `ComputeDynamicContext(ancestor_attr_lists, fallback_dynamic) -> bool`, not as the spec's `Span × AncestorList -> Bool`. /mnt/c/dev/cursive/cursive/src/04_analysis/typing/dynamic_context.cpp:35; it also depends on the extra `fallback_dynamic` parameter and on `FindInnermostDynamic` returning only a boolean.",ComputeDynamicContext : Span × AncestorList → Bool
4210,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,FindInnermostDynamic : Span × AncestorList → Option<Span>,CursiveSpecification.md:6777,"/mnt/c/dev/cursive/cursive/src/04_analysis/typing/dynamic_context.cpp:16; `FindInnermostDynamic` returns `bool`, not `Option<Span>`, and it does not compute or return the enclosing span.",FindInnermostDynamic : Span × AncestorList → Option<Span>
4211,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,missing,MinimalSpan : [SyntacticForm] → Span,CursiveSpecification.md:6786,No implementation of a `MinimalSpan : [SyntacticForm] -> Span` helper was found in the active dynamic-context code. The dynamic-context implementation in /mnt/c/dev/cursive/cursive/src/04_analysis/typing/dynamic_context.cpp performs a reverse lexical scan instead of computing `argmin` over spans.,MinimalSpan : [SyntacticForm] → Span
4212,TASK-028,Phase 3 - Resolve and Typecheck,unmapped/no-compiler-location,missing,DynamicContext-Override,CursiveSpecification.md:6792,,**(DynamicContext-Override)**
4213,TASK-028,Phase 3 - Resolve and Typecheck,unmapped/no-compiler-location,missing,Cursive Language Specification > 9. Attributes and Metadata > 9.5 Diagnostics and Metadata Attributes > 9.5.4 Static Semantics paragraph @6799,CursiveSpecification.md:6799,,A class procedure's `[[dynamic]]` annotation propagates to implementations.
4216,TASK-028,Phase 3 - Resolve and Typecheck,unmapped/no-compiler-location,missing,Effects:,CursiveSpecification.md:6810,,Effects:
4217,TASK-030,Phase 3 - Resolve and Typecheck,compiler/04_analysis + compiler/05_codegen,incorrect,Cursive Language Specification > 9. Attributes and Metadata > 9.5 Diagnostics and Metadata Attributes > 9.5.4 Static Semantics bullet @6811,CursiveSpecification.md:6811,cursive/src/04_analysis/typing/stmt/key_block_stmt.cpp:623-625; cursive/src/05_codegen/lower/stmt/key_block_stmt.cpp:84-143; cursive/src/05_codegen/cleanup/cleanup.cpp:532-547,- Key system: runtime synchronization MUST be inserted exactly in the cases required by Chapter 19 and MUST NOT be inserted otherwise.
4218,TASK-030,Phase 3 - Resolve and Typecheck,compiler/04_analysis + compiler/05_codegen,incorrect,Cursive Language Specification > 9. Attributes and Metadata > 9.5 Diagnostics and Metadata Attributes > 9.5.4 Static Semantics bullet @6812,CursiveSpecification.md:6812,cursive/src/05_codegen/lower/lower_proc.cpp:937-969; cursive/src/04_analysis/typing/item/procedure_decl.cpp:628-664,- Contracts: runtime checks MUST be inserted exactly in the cases required by §15.8 and MUST NOT be inserted otherwise.
4219,TASK-030,Phase 3 - Resolve and Typecheck,compiler/04_analysis + compiler/05_codegen,incorrect,Cursive Language Specification > 9. Attributes and Metadata > 9.5 Diagnostics and Metadata Attributes > 9.5.4 Static Semantics bullet @6813,CursiveSpecification.md:6813,cursive/src/04_analysis/typing/type_expr.cpp:1210-1248; cursive/src/05_codegen/lower/expr/expr_common.cpp:271-320,- Refinement types: runtime checks MUST be inserted exactly in the cases required by §14.8 and MUST NOT be inserted otherwise.
4220,TASK-028,Phase 3 - Resolve and Typecheck,unmapped/no-compiler-location,missing,Dynamic target restrictions:,CursiveSpecification.md:6815,,Dynamic target restrictions:
4224,TASK-029,Phase 3 - Resolve and Typecheck,compiler/00_core + compiler/04_analysis,incorrect,"If a `[[dynamic]]` scope results in no runtime checks or runtime synchronization, the implementation SHOULD emit a warni",CursiveSpecification.md:6820,cursive/src/00_core/diagnostic_messages_table.inc:414; cursive/src/04_analysis/typing/item/procedure_decl.cpp:642-664,"If a `[[dynamic]]` scope results in no runtime checks or runtime synchronization, the implementation SHOULD emit a warning."
4225,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Cursive Language Specification > 9. Attributes and Metadata > 9.5 Diagnostics and Metadata Attributes > 9.5.4 Static Semantics paragraph @6822,CursiveSpecification.md:6822,cursive/src/04_analysis/attributes/attribute_registry.cpp:210-215; cursive/src/04_analysis/keys/key_lifetimes.cpp:503-553; cursive/src/04_analysis/keys/key_lifetimes.cpp:556-561,**`[[stale_ok]]`.** Suppresses staleness warnings for bindings derived from `shared` data across `release` or `yield release` boundaries. Valid only on `let` and `var` bindings. See Chapters 19 and 21.
4226,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Cursive Language Specification > 9. Attributes and Metadata > 9.5 Diagnostics and Metadata Attributes > 9.5.4 Static Semantics paragraph @6883,CursiveSpecification.md:6883,cursive/src/04_analysis/attributes/attribute_registry.cpp:296-307; cursive/src/04_analysis/typing/item/procedure_decl.cpp:1692-1698; cursive/src/04_analysis/attributes/attribute_registry.cpp:817-827,**Verification-mode attributes.** `[[static]]` is interpreted only in foreign-contract contexts. Semantics are defined by §23.6. `[[dynamic]]` reuses the dynamic verification mode defined above.
4227,TASK-028,Phase 3 - Resolve and Typecheck,unmapped/no-compiler-location,missing,"**`[[reflect]]`.** Marks a `record`, `enum`, or `modal` declaration as reflectable during Phase 2. Reflection queries ov",CursiveSpecification.md:6826,,"**`[[reflect]]`.** Marks a `record`, `enum`, or `modal` declaration as reflectable during Phase 2. Reflection queries over such declarations are defined by §22.3. A conforming implementation MUST expose the declaration's canonical shape, member order, and attached attributes to the compile-time reflection environment."
4238,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Cursive Language Specification > 9. Attributes and Metadata > 9.5 Diagnostics and Metadata Attributes > 9.5.4 Static Semantics requirement 10,CursiveSpecification.md:6845,cursive/src/04_analysis/typing/type_infer.cpp:160-173; cursive/src/04_analysis/typing/type_expr.cpp:293-310; cursive/src/04_analysis/typing/item/procedure_decl.cpp:1724-1747; cursive/include/04_analysis/typing/type_stmt.h:32-47; cursive/src/04_analysis/typing/stmt/stmt_common.cpp:1250-1259,"10. When `expected` is an identifier, it MUST resolve to a binding visible in the current scope. The binding's type MUST be equality-comparable with the observed value type. The binding MUST be in `Alive` state with `const` or `unique` permission."
4243,TASK-029,Phase 3 - Resolve and Typecheck,compiler/00_core + compiler/04_analysis,incorrect,`W-CON-0401`,CursiveSpecification.md:6881,cursive/src/00_core/diagnostic_messages_table.inc:414; cursive/src/04_analysis/typing/item/procedure_decl.cpp:642-664,Code=`W-CON-0401` | Severity=Warning | Detection=Compile-time | Condition=`[[dynamic]]` present but all proofs succeed statically
4249,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Cursive Language Specification > 10. Permissions and Binding State > 10.1 Permission Forms > 10.1.4 Static Semantics paragraph @6920,CursiveSpecification.md:6920,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_expr.cpp:1617-1637; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/subtyping.cpp:93-121; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/subtyping.cpp:845-854,"**Permission Regimes.** `const`, `shared`, and `unique` are distinct permission regimes. They are not ordered by implicit subtype or coercion."
4250,TASK-028,Phase 3 - Resolve and Typecheck,unmapped/no-compiler-location,missing,The following properties define the regimes:,CursiveSpecification.md:6922,,The following properties define the regimes:
4252,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,`shared`,CursiveSpecification.md:6927,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/expr/field_access.cpp:330-400; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/stmt/assign_stmt.cpp:287-297; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/expr/method_call.cpp:1891-1895,Permission=`shared` | Read=Yes | Write=Yes | Aliasing=Aliasable | Synchronization=Key-mediated
